time [s]    Te [K]    Ta [K]    Energ_dens_at    energ_dens_e    n [m^-3]    Etot [m^-2]
 0.3400E-12   1398.495    300.000       0.162      0.000     0.31124459E+19    12583.602181158
 0.3500E-12   1412.728    300.000       0.162      0.000     0.40511692E+19    12583.602181397
 0.3600E-12   1423.570    300.000       0.162      0.000     0.52625898E+19    12583.602181704
 0.3700E-12   1431.729    300.000       0.162      0.000     0.68224633E+19    12583.602182100
 0.3800E-12   1437.784    300.000       0.162      0.000     0.88265697E+19    12583.602182609
 0.3900E-12   1442.197    300.000       0.162      0.000     0.11395718E+20    12583.602183261
 0.4000E-12   1445.332    300.000       0.162      0.000     0.14681921E+20    12583.602184095
 0.4100E-12   1447.474    300.000       0.162      0.000     0.18876000E+20    12583.602185160
 0.4200E-12   1448.848    300.000       0.162      0.000     0.24216917E+20    12583.602186516
 0.4300E-12   1449.625    300.000       0.162      0.000     0.31003197E+20    12583.602188239
 0.4400E-12   1449.937    300.000       0.162      0.000     0.39606887E+20    12583.602190423
 0.4500E-12   1449.890    300.000       0.162      0.000     0.50490538E+20    12583.602193186
 0.4600E-12   1449.560    300.000       0.162      0.000     0.64227836E+20    12583.602196673
 0.4700E-12   1449.011    300.000       0.162      0.000     0.81528585E+20    12583.602201065
 0.4800E-12   1448.288    300.000       0.162      0.000     0.10326888E+21    12583.602206584
 0.4900E-12   1447.428    300.000       0.162      0.000     0.13052743E+21    12583.602213504
 0.5000E-12   1446.461    300.000       0.162      0.000     0.16462921E+21    12583.602222161
 0.5100E-12   1445.406    300.000       0.162      0.000     0.20719768E+21    12583.602232968
 0.5200E-12   1444.283    300.000       0.162      0.000     0.26021724E+21    12583.602246428
 0.5300E-12   1443.103    300.000       0.162      0.000     0.32610746E+21    12583.602263156
 0.5400E-12   1441.877    300.000       0.162      0.000     0.40781134E+21    12583.602283898
 0.5500E-12   1440.614    300.000       0.162      0.000     0.50889974E+21    12583.602309561
 0.5600E-12   1439.319    300.000       0.162      0.000     0.63369462E+21    12583.602341243
 0.5700E-12   1437.999    300.000       0.162      0.000     0.78741418E+21    12583.602380268
 0.5800E-12   1436.657    300.000       0.162      0.000     0.97634306E+21    12583.602428232
 0.5900E-12   1435.296    300.000       0.162      0.000     0.12080315E+22    12583.602487052
 0.6000E-12   1433.920    300.000       0.162      0.000     0.14915278E+22    12583.602559025
 0.6100E-12   1432.530    300.000       0.162      0.000     0.18376482E+22    12583.602646897
 0.6200E-12   1431.130    300.000       0.162      0.000     0.22592903E+22    12583.602753943
 0.6300E-12   1429.721    300.000       0.162      0.000     0.27717945E+22    12583.602884057
 0.6400E-12   1428.305    300.000       0.162      0.000     0.33933614E+22    12583.603041860
 0.6500E-12   1426.883    300.000       0.162      0.000     0.41455300E+22    12583.603232821
 0.6600E-12   1425.457    300.000       0.162      0.000     0.50537254E+22    12583.603463396
 0.6700E-12   1424.029    300.000       0.162      0.000     0.61478842E+22    12583.603741184
 0.6800E-12   1422.601    300.000       0.162      0.000     0.74631643E+22    12583.604075112
 0.6900E-12   1421.174    300.000       0.162      0.000     0.90407502E+22    12583.604475637
 0.7000E-12   1419.750    300.000       0.162      0.000     0.10928762E+23    12583.604954977
 0.7100E-12   1418.331    300.000       0.162      0.000     0.13183277E+23    12583.605527369
 0.7200E-12   1416.917    300.000       0.162      0.000     0.15869477E+23    12583.606209362
 0.7300E-12   1415.511    300.000       0.162      0.000     0.19062932E+23    12583.607020144
 0.7400E-12   1414.114    300.000       0.162      0.000     0.22851017E+23    12583.607981900
 0.7500E-12   1412.727    300.000       0.162      0.000     0.27334502E+23    12583.609120215
 0.7600E-12   1411.351    300.000       0.162      0.000     0.32629289E+23    12583.610464516
 0.7700E-12   1409.987    300.000       0.162      0.000     0.38868336E+23    12583.612048561
 0.7800E-12   1408.636    300.000       0.162      0.000     0.46203751E+23    12583.613910971
 0.7900E-12   1407.296    300.000       0.162      0.000     0.54809094E+23    12583.616095813
 0.8000E-12   1405.969    300.000       0.162      0.000     0.64881852E+23    12583.618653228
 0.8100E-12   1404.654    300.000       0.162      0.000     0.76646137E+23    12583.621640119
 0.8200E-12   1403.350    300.000       0.162      0.000     0.90355571E+23    12583.625120880
 0.8300E-12   1402.058    300.001       0.162      0.000     0.10629638E+24    12583.629168181
 0.8400E-12   1400.774    300.001       0.162      0.000     0.12479069E+24    12583.633863810
 0.8500E-12   1399.499    300.001       0.162      0.000     0.14620000E+24    12583.639299547
 0.8600E-12   1398.230    300.001       0.162      0.000     0.17092887E+24    12583.645578104
 0.8700E-12   1396.967    300.001       0.162      0.000     0.19942872E+24    12583.652814091
 0.8800E-12   1395.706    300.001       0.162      0.000     0.23220184E+24    12583.661135028
 0.8900E-12   1394.447    300.002       0.162      0.000     0.26980547E+24    12583.670682386
 0.9000E-12   1393.187    300.002       0.162      0.000     0.31285603E+24    12583.681612650
 0.9100E-12   1391.924    300.002       0.162      0.000     0.36203333E+24    12583.694098397
 0.9200E-12   1390.656    300.002       0.162      0.000     0.41808485E+24    12583.708329375
 0.9300E-12   1389.378    300.003       0.162      0.000     0.48182998E+24    12583.724513577
 0.9400E-12   1388.090    300.003       0.162      0.000     0.55416414E+24    12583.742878289
 0.9500E-12   1386.788    300.004       0.162      0.000     0.63606282E+24    12583.763671099
 0.9600E-12   1385.469    300.004       0.162      0.000     0.72858528E+24    12583.787160848
 0.9700E-12   1384.130    300.005       0.162      0.000     0.83287808E+24    12583.813638513
 0.9800E-12   1382.766    300.006       0.162      0.000     0.95017819E+24    12583.843417989
 0.9900E-12   1381.375    300.007       0.162      0.000     0.10818156E+25    12583.876836753
 0.1000E-11   1379.953    300.008       0.162      0.000     0.12292156E+25    12583.914256395
 0.1010E-11   1378.495    300.009       0.162      0.000     0.13938999E+25    12583.956062984
 0.1020E-11   1376.996    300.010       0.162      0.000     0.15774877E+25    12584.002667245
 0.1030E-11   1375.454    300.012       0.162      0.000     0.17816957E+25    12584.054504529
 0.1040E-11   1373.861    300.014       0.162      0.000     0.20083365E+25    12584.112034547
 0.1050E-11   1372.215    300.015       0.162      0.000     0.22593175E+25    12584.175740846
 0.1060E-11   1370.509    300.018       0.162      0.000     0.25366370E+25    12584.246130006
 0.1070E-11   1368.738    300.020       0.162      0.000     0.28423802E+25    12584.323730534
 0.1080E-11   1366.896    300.023       0.162      0.000     0.31787139E+25    12584.409091435
 0.1090E-11   1364.977    300.026       0.162      0.000     0.35478791E+25    12584.502780453
 0.1100E-11   1362.976    300.029       0.162      0.000     0.39521832E+25    12584.605381958
 0.1110E-11   1360.886    300.032       0.162      0.000     0.43939901E+25    12584.717494468
 0.1120E-11   1358.702    300.036       0.162      0.000     0.48757094E+25    12584.839727816
 0.1130E-11   1356.415    300.041       0.162      0.000     0.53997831E+25    12584.972699938
 0.1140E-11   1354.021    300.046       0.162      0.000     0.59686725E+25    12585.117033307
 0.1150E-11   1351.512    300.051       0.162      0.000     0.65848421E+25    12585.273351008
 0.1160E-11   1348.881    300.057       0.162      0.000     0.72507433E+25    12585.442272476
 0.1170E-11   1346.122    300.064       0.162      0.000     0.79687959E+25    12585.624408913
 0.1180E-11   1343.229    300.071       0.162      0.001     0.87413694E+25    12585.820358422
 0.1190E-11   1340.193    300.079       0.162      0.001     0.95707625E+25    12586.030700868
 0.1200E-11   1337.009    300.087       0.162      0.001     0.10459182E+26    12586.255992538
 0.1210E-11   1333.669    300.096       0.162      0.001     0.11408721E+26    12586.496760618
 0.1220E-11   1330.168    300.106       0.162      0.001     0.12421336E+26    12586.753497547
 0.1230E-11   1326.499    300.117       0.162      0.001     0.13498826E+26    12587.026655314
 0.1240E-11   1322.655    300.129       0.162      0.001     0.14642807E+26    12587.316639737
 0.1250E-11   1318.630    300.141       0.162      0.001     0.15854693E+26    12587.623804816
 0.1260E-11   1314.420    300.155       0.162      0.001     0.17135670E+26    12587.948447207
 0.1270E-11   1310.017    300.169       0.162      0.001     0.18486679E+26    12588.290800891
 0.1280E-11   1305.417    300.185       0.162      0.001     0.19908392E+26    12588.651032122
 0.1290E-11   1300.615    300.201       0.162      0.001     0.21401195E+26    12589.029234710
 0.1300E-11   1295.606    300.219       0.162      0.001     0.22965171E+26    12589.425425725
 0.1310E-11   1290.385    300.238       0.162      0.001     0.24600083E+26    12589.839541675
 0.1320E-11   1284.950    300.258       0.162      0.002     0.26305364E+26    12590.271435238
 0.1330E-11   1279.295    300.279       0.162      0.002     0.28080100E+26    12590.720872607
 0.1340E-11   1273.420    300.301       0.162      0.002     0.29923029E+26    12591.187531491
 0.1350E-11   1267.319    300.325       0.162      0.002     0.31832530E+26    12591.670999836
 0.1360E-11   1260.993    300.350       0.162      0.002     0.33806625E+26    12592.170775315
 0.1370E-11   1254.438    300.376       0.162      0.002     0.35842975E+26    12592.686265586
 0.1380E-11   1247.653    300.403       0.162      0.002     0.37938889E+26    12593.216789372
 0.1390E-11   1240.639    300.431       0.162      0.002     0.40091328E+26    12593.761578380
 0.1400E-11   1233.394    300.461       0.162      0.003     0.42296916E+26    12594.319780031
 0.1410E-11   1225.920    300.492       0.162      0.003     0.44551955E+26    12594.890461025
 0.1420E-11   1218.216    300.524       0.162      0.003     0.46852442E+26    12595.472611697
 0.1430E-11   1210.283    300.558       0.162      0.003     0.49194089E+26    12596.065151155
 0.1440E-11   1202.125    300.592       0.162      0.003     0.51572346E+26    12596.666933150
 0.1450E-11   1193.742    300.628       0.162      0.003     0.53982428E+26    12597.276752618
 0.1460E-11   1185.138    300.665       0.162      0.003     0.56419342E+26    12597.893352847
 0.1470E-11   1176.316    300.703       0.162      0.003     0.58877919E+26    12598.515433187
 0.1480E-11   1167.279    300.742       0.162      0.004     0.61352848E+26    12599.141657249
 0.1490E-11   1158.031    300.781       0.162      0.004     0.63838706E+26    12599.770661461
 0.1500E-11   1148.577    300.822       0.162      0.004     0.66329999E+26    12600.401063942
 0.1510E-11   1138.922    300.864       0.162      0.004     0.68821193E+26    12601.031473571
 0.1520E-11   1129.070    300.906       0.163      0.004     0.71306756E+26    12601.660499144
 0.1530E-11   1119.028    300.950       0.163      0.004     0.73781189E+26    12602.286758559
 0.1540E-11   1108.800    300.993       0.163      0.004     0.76239067E+26    12602.908887866
 0.1550E-11   1098.394    301.038       0.163      0.005     0.78675073E+26    12603.525550161
 0.1560E-11   1087.816    301.083       0.163      0.005     0.81084033E+26    12604.135444155
 0.1570E-11   1077.073    301.128       0.163      0.005     0.83460946E+26    12604.737312376
 0.1580E-11   1066.172    301.174       0.163      0.005     0.85801020E+26    12605.329948893
 0.1590E-11   1055.121    301.220       0.163      0.005     0.88099695E+26    12605.912206511
 0.1600E-11   1043.926    301.266       0.163      0.005     0.90352674E+26    12606.483003321
 0.1610E-11   1032.596    301.313       0.163      0.005     0.92555945E+26    12607.041328588
 0.1620E-11   1021.140    301.360       0.163      0.006     0.94705799E+26    12607.586247902
 0.1630E-11   1009.564    301.406       0.163      0.006     0.96798850E+26    12608.116907567
 0.1640E-11    997.879    301.453       0.163      0.006     0.98832050E+26    12608.632538168
 0.1650E-11    986.093    301.499       0.163      0.006     0.10080270E+27    12609.132457318
 0.1660E-11    974.215    301.545       0.163      0.006     0.10270845E+27    12609.616071613
 0.1670E-11    962.254    301.591       0.163      0.006     0.10454731E+27    12610.082877680
 0.1680E-11    950.219    301.637       0.163      0.006     0.10631766E+27    12610.532462493
 0.1690E-11    938.120    301.682       0.163      0.006     0.10801823E+27    12610.964502860
 0.1700E-11    925.968    301.726       0.163      0.006     0.10964810E+27    12611.378764127
 0.1710E-11    913.771    301.771       0.163      0.006     0.11120670E+27    12611.775098209
 0.1720E-11    901.539    301.814       0.163      0.006     0.11269379E+27    12612.153440929
 0.1730E-11    889.284    301.857       0.163      0.007     0.11410946E+27    12612.513808761
 0.1740E-11    877.015    301.899       0.163      0.007     0.11545408E+27    12612.856294992
 0.1750E-11    864.743    301.941       0.163      0.007     0.11672834E+27    12613.181065452
 0.1760E-11    852.478    301.982       0.163      0.007     0.11793317E+27    12613.488353756
 0.1770E-11    840.231    302.022       0.163      0.007     0.11906977E+27    12613.778456278
 0.1780E-11    828.012    302.061       0.163      0.007     0.12013956E+27    12614.051726809
 0.1790E-11    815.833    302.100       0.163      0.007     0.12114416E+27    12614.308571026
 0.1800E-11    803.703    302.137       0.163      0.007     0.12208537E+27    12614.549440827
 0.1810E-11    791.635    302.174       0.163      0.007     0.12296517E+27    12614.774828623
 0.1820E-11    779.637    302.210       0.163      0.007     0.12378566E+27    12614.985261623
 0.1830E-11    767.721    302.245       0.163      0.007     0.12454904E+27    12615.181296168
 0.1840E-11    755.898    302.279       0.163      0.007     0.12525765E+27    12615.363512231
 0.1850E-11    744.176    302.312       0.163      0.007     0.12591384E+27    12615.532508040
 0.1860E-11    732.567    302.344       0.163      0.007     0.12652007E+27    12615.688894959
 0.1870E-11    721.080    302.375       0.163      0.007     0.12707878E+27    12615.833292598
 0.1880E-11    709.724    302.406       0.163      0.007     0.12759246E+27    12615.966324234
 0.1890E-11    698.509    302.435       0.163      0.007     0.12806359E+27    12616.088612554
 0.1900E-11    687.444    302.464       0.163      0.007     0.12849461E+27    12616.200775713
 0.1910E-11    676.536    302.491       0.163      0.007     0.12888796E+27    12616.303423763
 0.1920E-11    665.794    302.518       0.163      0.007     0.12924599E+27    12616.397155450
 0.1930E-11    655.225    302.544       0.163      0.007     0.12957105E+27    12616.482555373
 0.1940E-11    644.837    302.568       0.163      0.007     0.12986538E+27    12616.560191497
 0.1950E-11    634.635    302.592       0.163      0.007     0.13013115E+27    12616.630613053
 0.1960E-11    624.626    302.616       0.163      0.007     0.13037047E+27    12616.694348761
 0.1970E-11    614.815    302.638       0.163      0.007     0.13058534E+27    12616.751905416
 0.1980E-11    605.207    302.659       0.163      0.007     0.13077769E+27    12616.803766766
 0.1990E-11    595.806    302.680       0.163      0.007     0.13094933E+27    12616.850392718
 0.2000E-11    586.616    302.700       0.163      0.007     0.13110199E+27    12616.892218807
 0.2010E-11    577.640    302.719       0.163      0.007     0.13123730E+27    12616.929655940
 0.2020E-11    568.880    302.738       0.163      0.007     0.13135679E+27    12616.963090349
 0.2030E-11    560.339    302.755       0.164      0.007     0.13146190E+27    12616.992883784
 0.2040E-11    552.017    302.773       0.164      0.007     0.13155395E+27    12617.019373868
 0.2050E-11    543.915    302.789       0.164      0.007     0.13163419E+27    12617.042874642
 0.2060E-11    536.034    302.805       0.164      0.007     0.13170379E+27    12617.063677212
 0.2070E-11    528.373    302.820       0.164      0.007     0.13176379E+27    12617.082050536
 0.2080E-11    520.932    302.834       0.164      0.007     0.13181518E+27    12617.098242315
 0.2090E-11    513.709    302.848       0.164      0.007     0.13185887E+27    12617.112479942
 0.2100E-11    506.702    302.862       0.164      0.007     0.13189567E+27    12617.124971502
 0.2110E-11    499.910    302.875       0.164      0.007     0.13192634E+27    12617.135906834
 0.2120E-11    493.330    302.887       0.164      0.007     0.13195156E+27    12617.145458592
 0.2130E-11    486.958    302.899       0.164      0.007     0.13197194E+27    12617.153783335
 0.2140E-11    480.793    302.910       0.164      0.007     0.13198806E+27    12617.161022604
 0.2150E-11    474.830    302.921       0.164      0.007     0.13200041E+27    12617.167303973
 0.2160E-11    469.066    302.932       0.164      0.007     0.13200945E+27    12617.172742115
 0.2170E-11    463.497    302.942       0.164      0.007     0.13201558E+27    12617.177439784
 0.2180E-11    458.118    302.951       0.164      0.007     0.13201917E+27    12617.181488808
 0.2190E-11    452.926    302.961       0.164      0.007     0.13202053E+27    12617.184971016
 0.2200E-11    447.915    302.970       0.164      0.007     0.13201997E+27    12617.187959113
 0.2210E-11    443.082    302.978       0.164      0.007     0.13201773E+27    12617.190517523
 0.2220E-11    438.422    302.986       0.164      0.007     0.13201403E+27    12617.192703175
 0.2230E-11    433.930    302.994       0.164      0.007     0.13200908E+27    12617.194566243
 0.2240E-11    429.602    303.002       0.164      0.007     0.13200305E+27    12617.196150806
 0.2250E-11    425.432    303.009       0.164      0.007     0.13199609E+27    12617.197495513
 0.2260E-11    421.415    303.016       0.164      0.007     0.13198834E+27    12617.198634135
 0.2270E-11    417.548    303.023       0.164      0.007     0.13197990E+27    12617.199596113
 0.2280E-11    413.826    303.029       0.164      0.007     0.13197089E+27    12617.200407047
 0.2290E-11    410.243    303.036       0.164      0.007     0.13196138E+27    12617.201089136
 0.2300E-11    406.796    303.042       0.164      0.007     0.13195146E+27    12617.201661572
 0.2310E-11    403.479    303.048       0.164      0.007     0.13194119E+27    12617.202140916
 0.2320E-11    400.288    303.053       0.164      0.007     0.13193063E+27    12617.202541411
 0.2330E-11    397.219    303.059       0.164      0.007     0.13191982E+27    12617.202875284
 0.2340E-11    394.268    303.064       0.164      0.007     0.13190880E+27    12617.203152992
 0.2350E-11    391.431    303.069       0.164      0.007     0.13189761E+27    12617.203383474
 0.2360E-11    388.703    303.074       0.164      0.007     0.13188628E+27    12617.203574325
 0.2370E-11    386.080    303.078       0.164      0.007     0.13187483E+27    12617.203732012
 0.2380E-11    383.559    303.083       0.164      0.007     0.13186329E+27    12617.203861999
 0.2390E-11    381.135    303.087       0.164      0.007     0.13185168E+27    12617.203968914
 0.2400E-11    378.806    303.091       0.164      0.007     0.13184000E+27    12617.204056653
 0.2410E-11    376.568    303.095       0.164      0.007     0.13182827E+27    12617.204128489
 0.2420E-11    374.417    303.099       0.164      0.007     0.13181650E+27    12617.204187173
 0.2430E-11    372.350    303.103       0.164      0.007     0.13180470E+27    12617.204235002
 0.2440E-11    370.363    303.107       0.164      0.007     0.13179288E+27    12617.204273894
 0.2450E-11    368.455    303.110       0.164      0.007     0.13178104E+27    12617.204305445
 0.2460E-11    366.621    303.114       0.164      0.007     0.13176919E+27    12617.204330980
 0.2470E-11    364.859    303.117       0.164      0.007     0.13175734E+27    12617.204351596
 0.2480E-11    363.167    303.120       0.164      0.007     0.13174547E+27    12617.204368201
 0.2490E-11    361.540    303.123       0.164      0.007     0.13173361E+27    12617.204381543
 0.2500E-11    359.978    303.126       0.164      0.007     0.13172175E+27    12617.204392235
 0.2510E-11    358.477    303.129       0.164      0.007     0.13170989E+27    12617.204400782
 0.2520E-11    357.035    303.132       0.164      0.007     0.13169803E+27    12617.204407594
 0.2530E-11    355.650    303.135       0.164      0.007     0.13168618E+27    12617.204413011
 0.2540E-11    354.320    303.138       0.164      0.007     0.13167433E+27    12617.204417303
 0.2550E-11    353.041    303.140       0.164      0.007     0.13166249E+27    12617.204420694
 0.2560E-11    351.814    303.143       0.164      0.007     0.13165065E+27    12617.204423366
 0.2570E-11    350.634    303.145       0.164      0.007     0.13163882E+27    12617.204425460
 0.2580E-11    349.501    303.148       0.164      0.007     0.13162700E+27    12617.204427099
 0.2590E-11    348.413    303.150       0.164      0.007     0.13161518E+27    12617.204428372
 0.2600E-11    347.367    303.152       0.164      0.007     0.13160338E+27    12617.204429358
 0.2610E-11    346.363    303.154       0.164      0.007     0.13159158E+27    12617.204430119
 0.2620E-11    345.398    303.157       0.164      0.007     0.13157978E+27    12617.204430696
 0.2630E-11    344.472    303.159       0.164      0.007     0.13156800E+27    12617.204431137
 0.2640E-11    343.582    303.161       0.164      0.007     0.13155622E+27    12617.204431468
 0.2650E-11    342.727    303.163       0.164      0.007     0.13154445E+27    12617.204431712
 0.2660E-11    341.905    303.165       0.164      0.007     0.13153269E+27    12617.204431888
 0.2670E-11    341.116    303.167       0.164      0.007     0.13152093E+27    12617.204432014
 0.2680E-11    340.359    303.169       0.164      0.007     0.13150918E+27    12617.204432100
 0.2690E-11    339.631    303.171       0.164      0.007     0.13149744E+27    12617.204432155
 0.2700E-11    338.932    303.172       0.164      0.007     0.13148571E+27    12617.204432188
 0.2710E-11    338.260    303.174       0.164      0.007     0.13147398E+27    12617.204432205
 0.2720E-11    337.615    303.176       0.164      0.007     0.13146225E+27    12617.204432206
 0.2730E-11    336.996    303.178       0.164      0.007     0.13145054E+27    12617.204432197
 0.2740E-11    336.400    303.179       0.164      0.007     0.13143883E+27    12617.204432184
 0.2750E-11    335.829    303.181       0.164      0.007     0.13142713E+27    12617.204432162
 0.2760E-11    335.279    303.183       0.164      0.007     0.13141543E+27    12617.204432139
 0.2770E-11    334.752    303.184       0.164      0.007     0.13140374E+27    12617.204432114
 0.2780E-11    334.245    303.186       0.164      0.007     0.13139205E+27    12617.204432085
 0.2790E-11    333.759    303.187       0.164      0.007     0.13138038E+27    12617.204432057
 0.2800E-11    333.291    303.189       0.164      0.007     0.13136870E+27    12617.204432030
 0.2810E-11    332.842    303.190       0.164      0.007     0.13135703E+27    12617.204432002
 0.2820E-11    332.410    303.192       0.164      0.007     0.13134537E+27    12617.204431972
 0.2830E-11    331.996    303.193       0.164      0.007     0.13133372E+27    12617.204431945
 0.2840E-11    331.598    303.194       0.164      0.007     0.13132207E+27    12617.204431919
 0.2850E-11    331.215    303.196       0.164      0.007     0.13131042E+27    12617.204431892
 0.2860E-11    330.848    303.197       0.164      0.007     0.13129878E+27    12617.204431867
 0.2870E-11    330.495    303.199       0.164      0.007     0.13128715E+27    12617.204431843
 0.2880E-11    330.156    303.200       0.164      0.007     0.13127552E+27    12617.204431818
 0.2890E-11    329.830    303.201       0.164      0.007     0.13126389E+27    12617.204431796
 0.2900E-11    329.517    303.202       0.164      0.007     0.13125227E+27    12617.204431773
 0.2910E-11    329.217    303.204       0.164      0.007     0.13124066E+27    12617.204431753
 0.2920E-11    328.928    303.205       0.164      0.007     0.13122905E+27    12617.204431732
 0.2930E-11    328.650    303.206       0.164      0.007     0.13121744E+27    12617.204431711
 0.2940E-11    328.384    303.208       0.164      0.007     0.13120584E+27    12617.204431694
 0.2950E-11    328.127    303.209       0.164      0.007     0.13119425E+27    12617.204431675
 0.2960E-11    327.881    303.210       0.164      0.007     0.13118266E+27    12617.204431658
 0.2970E-11    327.645    303.211       0.164      0.007     0.13117107E+27    12617.204431640
 0.2980E-11    327.418    303.212       0.164      0.007     0.13115949E+27    12617.204431625
 0.2990E-11    327.199    303.214       0.164      0.007     0.13114792E+27    12617.204431610
 0.3000E-11    326.990    303.215       0.164      0.007     0.13113635E+27    12617.204431595
 0.3010E-11    326.788    303.216       0.164      0.007     0.13112478E+27    12617.204431580
 0.3020E-11    326.594    303.217       0.164      0.007     0.13111322E+27    12617.204431567
 0.3030E-11    326.408    303.218       0.164      0.007     0.13110166E+27    12617.204431554
 0.3040E-11    326.230    303.219       0.164      0.007     0.13109010E+27    12617.204431542
 0.3050E-11    326.058    303.220       0.164      0.007     0.13107855E+27    12617.204431531
 0.3060E-11    325.893    303.221       0.164      0.007     0.13106701E+27    12617.204431517
 0.3070E-11    325.734    303.223       0.164      0.007     0.13105547E+27    12617.204431508
 0.3080E-11    325.581    303.224       0.164      0.007     0.13104393E+27    12617.204431497
 0.3090E-11    325.435    303.225       0.164      0.007     0.13103240E+27    12617.204431486
 0.3100E-11    325.294    303.226       0.164      0.007     0.13102087E+27    12617.204431476
 0.3110E-11    325.158    303.227       0.164      0.007     0.13100935E+27    12617.204431466
 0.3120E-11    325.028    303.228       0.164      0.007     0.13099783E+27    12617.204431459
 0.3130E-11    324.903    303.229       0.164      0.007     0.13098631E+27    12617.204431451
 0.3140E-11    324.783    303.230       0.164      0.007     0.13097480E+27    12617.204431441
 0.3150E-11    324.667    303.231       0.164      0.007     0.13096329E+27    12617.204431434
 0.3160E-11    324.556    303.232       0.164      0.007     0.13095179E+27    12617.204431426
 0.3170E-11    324.449    303.233       0.164      0.007     0.13094029E+27    12617.204431418
 0.3180E-11    324.346    303.234       0.164      0.007     0.13092880E+27    12617.204431412
 0.3190E-11    324.247    303.235       0.164      0.007     0.13091730E+27    12617.204431405
 0.3200E-11    324.152    303.236       0.164      0.007     0.13090582E+27    12617.204431399
 0.3210E-11    324.061    303.237       0.164      0.007     0.13089433E+27    12617.204431393
 0.3220E-11    323.973    303.238       0.164      0.007     0.13088286E+27    12617.204431385
 0.3230E-11    323.888    303.239       0.164      0.007     0.13087138E+27    12617.204431380
 0.3240E-11    323.807    303.240       0.164      0.007     0.13085991E+27    12617.204431376
 0.3250E-11    323.729    303.241       0.164      0.007     0.13084844E+27    12617.204431369
 0.3260E-11    323.654    303.242       0.164      0.007     0.13083698E+27    12617.204431365
 0.3270E-11    323.581    303.243       0.164      0.007     0.13082552E+27    12617.204431359
 0.3280E-11    323.512    303.244       0.164      0.007     0.13081406E+27    12617.204431355
 0.3290E-11    323.445    303.245       0.164      0.007     0.13080261E+27    12617.204431350
 0.3300E-11    323.380    303.246       0.164      0.007     0.13079116E+27    12617.204431344
 0.3310E-11    323.318    303.247       0.164      0.007     0.13077972E+27    12617.204431341
 0.3320E-11    323.259    303.248       0.164      0.007     0.13076828E+27    12617.204431338
 0.3330E-11    323.201    303.249       0.164      0.007     0.13075684E+27    12617.204431334
 0.3340E-11    323.146    303.250       0.164      0.007     0.13074541E+27    12617.204431331
