time [s]    Te [K]    Ta [K]    Energ_dens_at    energ_dens_e    n [m^-3]    Etot [m^-2]
 0.3350E-11    323.093    303.251       0.164      0.007     0.13073398E+27    12617.204431327
 0.3360E-11    323.042    303.252       0.164      0.007     0.13072255E+27    12617.204431324
 0.3370E-11    322.992    303.253       0.164      0.007     0.13071113E+27    12617.204431320
 0.3380E-11    322.945    303.254       0.164      0.007     0.13069971E+27    12617.204431316
 0.3390E-11    322.899    303.255       0.164      0.007     0.13068830E+27    12617.204431314
 0.3400E-11    322.855    303.255       0.164      0.007     0.13067689E+27    12617.204431311
 0.3410E-11    322.813    303.256       0.164      0.007     0.13066548E+27    12617.204431309
 0.3420E-11    322.772    303.257       0.164      0.007     0.13065408E+27    12617.204431306
 0.3430E-11    322.733    303.258       0.164      0.007     0.13064268E+27    12617.204431301
 0.3440E-11    322.695    303.259       0.164      0.007     0.13063128E+27    12617.204431301
 0.3450E-11    322.658    303.260       0.164      0.007     0.13061989E+27    12617.204431297
 0.3460E-11    322.623    303.261       0.164      0.007     0.13060850E+27    12617.204431296
 0.3470E-11    322.589    303.262       0.164      0.007     0.13059711E+27    12617.204431294
 0.3480E-11    322.556    303.263       0.164      0.007     0.13058573E+27    12617.204431291
 0.3490E-11    322.525    303.264       0.164      0.007     0.13057436E+27    12617.204431291
 0.3500E-11    322.494    303.265       0.164      0.007     0.13056298E+27    12617.204431287
 0.3510E-11    322.465    303.266       0.164      0.007     0.13055161E+27    12617.204431286
 0.3520E-11    322.436    303.267       0.164      0.007     0.13054024E+27    12617.204431283
 0.3530E-11    322.409    303.267       0.164      0.007     0.13052888E+27    12617.204431282
 0.3540E-11    322.383    303.268       0.164      0.007     0.13051752E+27    12617.204431282
 0.3550E-11    322.357    303.269       0.164      0.007     0.13050616E+27    12617.204431278
 0.3560E-11    322.333    303.270       0.164      0.007     0.13049481E+27    12617.204431277
 0.3570E-11    322.309    303.271       0.164      0.007     0.13048346E+27    12617.204431277
 0.3580E-11    322.286    303.272       0.164      0.007     0.13047212E+27    12617.204431274
 0.3590E-11    322.264    303.273       0.164      0.007     0.13046078E+27    12617.204431273
 0.3600E-11    322.243    303.274       0.164      0.007     0.13044944E+27    12617.204431273
 0.3610E-11    322.222    303.275       0.164      0.007     0.13043810E+27    12617.204431270
 0.3620E-11    322.202    303.276       0.164      0.007     0.13042677E+27    12617.204431269
 0.3630E-11    322.183    303.277       0.164      0.007     0.13041544E+27    12617.204431269
 0.3640E-11    322.164    303.277       0.164      0.007     0.13040412E+27    12617.204431268
 0.3650E-11    322.146    303.278       0.164      0.007     0.13039280E+27    12617.204431267
 0.3660E-11    322.129    303.279       0.164      0.007     0.13038148E+27    12617.204431265
 0.3670E-11    322.112    303.280       0.164      0.007     0.13037017E+27    12617.204431263
 0.3680E-11    322.095    303.281       0.164      0.007     0.13035886E+27    12617.204431262
 0.3690E-11    322.080    303.282       0.164      0.007     0.13034755E+27    12617.204431262
 0.3700E-11    322.064    303.283       0.164      0.007     0.13033625E+27    12617.204431262
 0.3710E-11    322.050    303.284       0.164      0.007     0.13032495E+27    12617.204431260
 0.3720E-11    322.035    303.285       0.164      0.007     0.13031366E+27    12617.204431260
 0.3730E-11    322.021    303.286       0.164      0.007     0.13030236E+27    12617.204431259
 0.3740E-11    322.008    303.286       0.164      0.007     0.13029108E+27    12617.204431257
 0.3750E-11    321.995    303.287       0.164      0.007     0.13027979E+27    12617.204431257
 0.3760E-11    321.982    303.288       0.164      0.007     0.13026851E+27    12617.204431257
 0.3770E-11    321.970    303.289       0.164      0.007     0.13025723E+27    12617.204431256
 0.3780E-11    321.958    303.290       0.164      0.007     0.13024596E+27    12617.204431256
 0.3790E-11    321.946    303.291       0.164      0.007     0.13023468E+27    12617.204431255
 0.3800E-11    321.935    303.292       0.164      0.007     0.13022342E+27    12617.204431254
 0.3810E-11    321.924    303.293       0.164      0.007     0.13021215E+27    12617.204431254
 0.3820E-11    321.913    303.294       0.164      0.007     0.13020089E+27    12617.204431252
 0.3830E-11    321.903    303.294       0.164      0.007     0.13018963E+27    12617.204431252
 0.3840E-11    321.893    303.295       0.164      0.007     0.13017838E+27    12617.204431251
 0.3850E-11    321.883    303.296       0.164      0.007     0.13016713E+27    12617.204431251
 0.3860E-11    321.873    303.297       0.164      0.007     0.13015588E+27    12617.204431252
 0.3870E-11    321.864    303.298       0.164      0.007     0.13014464E+27    12617.204431252
 0.3880E-11    321.855    303.299       0.164      0.007     0.13013340E+27    12617.204431251
 0.3890E-11    321.846    303.300       0.164      0.007     0.13012216E+27    12617.204431250
 0.3900E-11    321.838    303.301       0.164      0.007     0.13011093E+27    12617.204431250
 0.3910E-11    321.829    303.301       0.164      0.007     0.13009970E+27    12617.204431249
 0.3920E-11    321.821    303.302       0.164      0.007     0.13008847E+27    12617.204431249
 0.3930E-11    321.813    303.303       0.164      0.007     0.13007725E+27    12617.204431249
 0.3940E-11    321.805    303.304       0.164      0.007     0.13006603E+27    12617.204431249
 0.3950E-11    321.798    303.305       0.164      0.007     0.13005482E+27    12617.204431248
 0.3960E-11    321.790    303.306       0.164      0.007     0.13004360E+27    12617.204431247
 0.3970E-11    321.783    303.307       0.164      0.007     0.13003239E+27    12617.204431247
 0.3980E-11    321.776    303.308       0.164      0.007     0.13002119E+27    12617.204431246
 0.3990E-11    321.769    303.308       0.164      0.007     0.13000999E+27    12617.204431245
 0.4000E-11    321.762    303.309       0.164      0.007     0.12999879E+27    12617.204431245
 0.4010E-11    321.756    303.310       0.164      0.007     0.12998759E+27    12617.204431245
 0.4020E-11    321.749    303.311       0.164      0.007     0.12997640E+27    12617.204431244
 0.4030E-11    321.743    303.312       0.164      0.007     0.12996521E+27    12617.204431244
 0.4040E-11    321.736    303.313       0.164      0.007     0.12995403E+27    12617.204431244
 0.4050E-11    321.730    303.314       0.164      0.007     0.12994285E+27    12617.204431244
 0.4060E-11    321.724    303.315       0.164      0.007     0.12993167E+27    12617.204431244
 0.4070E-11    321.718    303.315       0.164      0.007     0.12992049E+27    12617.204431244
 0.4080E-11    321.713    303.316       0.164      0.007     0.12990932E+27    12617.204431243
 0.4090E-11    321.707    303.317       0.164      0.007     0.12989815E+27    12617.204431242
 0.4100E-11    321.701    303.318       0.164      0.007     0.12988699E+27    12617.204431243
 0.4110E-11    321.696    303.319       0.164      0.007     0.12987583E+27    12617.204431243
 0.4120E-11    321.690    303.320       0.164      0.007     0.12986467E+27    12617.204431243
 0.4130E-11    321.685    303.321       0.164      0.007     0.12985351E+27    12617.204431244
 0.4140E-11    321.680    303.322       0.164      0.007     0.12984236E+27    12617.204431243
 0.4150E-11    321.675    303.322       0.164      0.007     0.12983122E+27    12617.204431243
 0.4160E-11    321.670    303.323       0.164      0.007     0.12982007E+27    12617.204431243
 0.4170E-11    321.665    303.324       0.164      0.007     0.12980893E+27    12617.204431242
 0.4180E-11    321.660    303.325       0.164      0.007     0.12979779E+27    12617.204431242
 0.4190E-11    321.655    303.326       0.164      0.007     0.12978666E+27    12617.204431241
 0.4200E-11    321.650    303.327       0.164      0.007     0.12977553E+27    12617.204431242
 0.4210E-11    321.646    303.328       0.164      0.007     0.12976440E+27    12617.204431242
 0.4220E-11    321.641    303.329       0.164      0.007     0.12975328E+27    12617.204431242
 0.4230E-11    321.636    303.329       0.164      0.007     0.12974216E+27    12617.204431241
 0.4240E-11    321.632    303.330       0.164      0.007     0.12973104E+27    12617.204431241
 0.4250E-11    321.627    303.331       0.164      0.007     0.12971993E+27    12617.204431241
 0.4260E-11    321.623    303.332       0.164      0.007     0.12970882E+27    12617.204431241
 0.4270E-11    321.618    303.333       0.164      0.007     0.12969771E+27    12617.204431241
 0.4280E-11    321.614    303.334       0.164      0.007     0.12968660E+27    12617.204431241
 0.4290E-11    321.610    303.335       0.164      0.007     0.12967550E+27    12617.204431240
 0.4300E-11    321.606    303.335       0.164      0.007     0.12966441E+27    12617.204431241
 0.4310E-11    321.601    303.336       0.164      0.007     0.12965331E+27    12617.204431241
 0.4320E-11    321.597    303.337       0.164      0.007     0.12964222E+27    12617.204431240
 0.4330E-11    321.593    303.338       0.164      0.007     0.12963114E+27    12617.204431240
 0.4340E-11    321.589    303.339       0.164      0.007     0.12962005E+27    12617.204431241
 0.4350E-11    321.585    303.340       0.164      0.007     0.12960897E+27    12617.204431241
 0.4360E-11    321.581    303.341       0.164      0.007     0.12959790E+27    12617.204431240
 0.4370E-11    321.577    303.342       0.164      0.007     0.12958682E+27    12617.204431240
 0.4380E-11    321.573    303.342       0.164      0.007     0.12957575E+27    12617.204431239
 0.4390E-11    321.569    303.343       0.164      0.007     0.12956469E+27    12617.204431240
 0.4400E-11    321.566    303.344       0.164      0.007     0.12955362E+27    12617.204431240
 0.4410E-11    321.562    303.345       0.164      0.007     0.12954256E+27    12617.204431239
 0.4420E-11    321.558    303.346       0.164      0.007     0.12953151E+27    12617.204431239
 0.4430E-11    321.554    303.347       0.164      0.007     0.12952045E+27    12617.204431240
 0.4440E-11    321.550    303.348       0.164      0.007     0.12950940E+27    12617.204431239
 0.4450E-11    321.547    303.348       0.164      0.007     0.12949836E+27    12617.204431239
 0.4460E-11    321.543    303.349       0.164      0.007     0.12948731E+27    12617.204431238
 0.4470E-11    321.539    303.350       0.164      0.007     0.12947627E+27    12617.204431239
 0.4480E-11    321.536    303.351       0.164      0.007     0.12946523E+27    12617.204431239
 0.4490E-11    321.532    303.352       0.164      0.007     0.12945420E+27    12617.204431239
 0.4500E-11    321.528    303.353       0.164      0.007     0.12944317E+27    12617.204431238
 0.4510E-11    321.525    303.354       0.164      0.007     0.12943214E+27    12617.204431238
 0.4520E-11    321.521    303.354       0.164      0.007     0.12942112E+27    12617.204431238
 0.4530E-11    321.518    303.355       0.164      0.007     0.12941010E+27    12617.204431238
 0.4540E-11    321.514    303.356       0.164      0.007     0.12939908E+27    12617.204431238
 0.4550E-11    321.511    303.357       0.164      0.007     0.12938807E+27    12617.204431238
 0.4560E-11    321.507    303.358       0.164      0.007     0.12937706E+27    12617.204431238
 0.4570E-11    321.504    303.359       0.164      0.007     0.12936605E+27    12617.204431237
 0.4580E-11    321.500    303.360       0.164      0.007     0.12935505E+27    12617.204431238
 0.4590E-11    321.497    303.360       0.164      0.007     0.12934405E+27    12617.204431238
 0.4600E-11    321.493    303.361       0.164      0.007     0.12933305E+27    12617.204431238
 0.4610E-11    321.490    303.362       0.164      0.007     0.12932206E+27    12617.204431238
 0.4620E-11    321.486    303.363       0.164      0.007     0.12931107E+27    12617.204431237
 0.4630E-11    321.483    303.364       0.164      0.007     0.12930008E+27    12617.204431237
 0.4640E-11    321.480    303.365       0.164      0.007     0.12928910E+27    12617.204431237
 0.4650E-11    321.476    303.366       0.164      0.007     0.12927812E+27    12617.204431236
 0.4660E-11    321.473    303.366       0.164      0.007     0.12926714E+27    12617.204431237
 0.4670E-11    321.469    303.367       0.164      0.007     0.12925617E+27    12617.204431237
 0.4680E-11    321.466    303.368       0.164      0.007     0.12924520E+27    12617.204431236
 0.4690E-11    321.463    303.369       0.164      0.007     0.12923423E+27    12617.204431236
 0.4700E-11    321.459    303.370       0.164      0.007     0.12922326E+27    12617.204431236
 0.4710E-11    321.456    303.371       0.164      0.007     0.12921230E+27    12617.204431237
 0.4720E-11    321.453    303.372       0.164      0.007     0.12920135E+27    12617.204431237
 0.4730E-11    321.450    303.372       0.164      0.007     0.12919039E+27    12617.204431237
 0.4740E-11    321.446    303.373       0.164      0.007     0.12917944E+27    12617.204431236
 0.4750E-11    321.443    303.374       0.164      0.007     0.12916849E+27    12617.204431237
 0.4760E-11    321.440    303.375       0.164      0.007     0.12915755E+27    12617.204431236
 0.4770E-11    321.436    303.376       0.164      0.007     0.12914661E+27    12617.204431238
 0.4780E-11    321.433    303.377       0.164      0.007     0.12913567E+27    12617.204431237
 0.4790E-11    321.430    303.378       0.164      0.007     0.12912474E+27    12617.204431236
 0.4800E-11    321.427    303.378       0.164      0.007     0.12911380E+27    12617.204431236
 0.4810E-11    321.424    303.379       0.164      0.007     0.12910288E+27    12617.204431237
 0.4820E-11    321.420    303.380       0.164      0.007     0.12909195E+27    12617.204431237
 0.4830E-11    321.417    303.381       0.164      0.007     0.12908103E+27    12617.204431237
 0.4840E-11    321.414    303.382       0.164      0.007     0.12907011E+27    12617.204431236
 0.4850E-11    321.411    303.383       0.164      0.007     0.12905920E+27    12617.204431237
 0.4860E-11    321.407    303.384       0.164      0.007     0.12904829E+27    12617.204431236
 0.4870E-11    321.404    303.384       0.164      0.007     0.12903738E+27    12617.204431236
 0.4880E-11    321.401    303.385       0.164      0.007     0.12902647E+27    12617.204431236
 0.4890E-11    321.398    303.386       0.164      0.007     0.12901557E+27    12617.204431236
 0.4900E-11    321.395    303.387       0.164      0.007     0.12900467E+27    12617.204431235
 0.4910E-11    321.392    303.388       0.164      0.007     0.12899378E+27    12617.204431236
 0.4920E-11    321.388    303.389       0.164      0.007     0.12898288E+27    12617.204431236
 0.4930E-11    321.385    303.389       0.164      0.007     0.12897200E+27    12617.204431236
 0.4940E-11    321.382    303.390       0.164      0.007     0.12896111E+27    12617.204431236
 0.4950E-11    321.379    303.391       0.164      0.007     0.12895023E+27    12617.204431235
 0.4960E-11    321.376    303.392       0.164      0.007     0.12893935E+27    12617.204431236
 0.4970E-11    321.373    303.393       0.164      0.007     0.12892847E+27    12617.204431236
 0.4980E-11    321.369    303.394       0.164      0.007     0.12891760E+27    12617.204431235
 0.4990E-11    321.366    303.395       0.164      0.007     0.12890673E+27    12617.204431235
 0.5000E-11    321.363    303.395       0.164      0.007     0.12889586E+27    12617.204431236
 # Total CPU time:    30.013430000000000      seconds
